@relation Incomes_vs_ChildrenPerWomen_gapminder
@attribute children_per_women numeric
@attribute GDP_per_capita numeric
@attribute class {0,1}

@data
2.09,24100,1
2.05,24500,1
4.78,7450,0
1.92,39800,1
1.8,24800,1
7.6,5990,0
6.06,2980,0
2.86,16500,1
7.06,1150,0
2.33,24900,1
5.44,1510,0
6.29,13800,0
2.35,22300,1
8.01,2490,0
6.58,3070,0
6.61,1930,0
6.1,7740,0
5.54,9740,0
1.94,25200,1
1.98,25900,1
4.68,8270,0
1.83,41000,1
1.7,25900,1
7.56,6070,0
5.97,2970,0
2.84,17700,1
7.09,1150,0
2.24,26100,1
5.36,1530,0
6.24,14600,0
2.28,23600,1
7.96,2540,0
6.63,3230,0
6.61,2010,0
5.96,7940,0
5.46,9920,0
1.91,26100,1
1.91,26900,1
4.59,8720,0
1.74,41100,1
1.62,26100,1
7.51,6220,0
5.9,3010,0
2.8,18700,1
7.12,1120,0
2.15,26700,1
5.28,1500,0
6.21,15300,0
2.2,24600,1
7.91,2580,0
6.67,3510,0
6.61,2030,0
5.83,8250,0
5.37,10300,0
1.83,26100,1
1.84,26400,1
4.5,8950,0
1.67,38700,1
1.56,25900,1
7.43,6450,0
5.83,3170,0
2.75,18900,1
7.14,1070,0
2.06,26300,1
5.19,1590,0
6.21,15300,0
2.12,24000,1
7.84,2490,0
6.71,3380,0
6.61,2050,0
5.71,8500,0
5.29,10200,0
1.69,27300,1
1.78,27800,1
4.42,9620,0
1.61,38800,1
1.53,27300,1
7.34,6700,0
5.78,3550,0
2.68,19400,1
7.17,1060,0
1.98,27300,1
5.11,1570,0
6.24,17600,0
2.03,25500,1
7.77,2500,0
6.74,3600,0
6.61,2090,0
5.58,8360,0
5.2,10200,0
1.63,28600,1
1.73,27900,1
4.34,9850,0
1.57,40000,1
1.5,28100,1
7.23,7130,0
5.73,3820,0
2.59,19900,1
7.2,1040,0
1.92,28000,1
5.03,1640,0
6.29,16700,0
1.94,26100,1
7.7,2650,0
6.76,3720,0
6.6,2110,0
5.45,8130,0
5.11,9960,0
1.6,28600,1
1.69,28600,1
4.26,10100,0
1.54,40800,1
1.49,29000,1
7.11,7740,0
5.68,4010,0
2.48,20100,1
7.23,994,0
1.88,28800,1
4.96,1680,0
6.35,14300,0
1.85,26900,1
7.62,2790,0
6.77,3470,0
6.58,2220,0
5.31,7780,0
5.02,10000,0
1.6,30200,1
1.66,29200,1
4.17,10500,0
1.52,41900,1
1.48,30200,1
6.96,8160,0
5.64,4260,0
2.36,20100,1
7.27,1040,0
1.85,29600,1
4.89,1550,0
6.42,12400,0
1.76,28400,1
7.54,2800,0
6.78,3440,0
6.56,2240,0
5.17,7930,0
4.93,10200,0
1.65,30800,1
1.63,30500,1
4.07,11200,0
1.51,43600,1
1.47,30500,1
6.79,8040,0
5.6,4570,0
2.22,20500,1
7.32,1070,0
1.84,29800,1
4.83,1600,0
6.48,9740,0
1.69,29300,1
7.46,2850,0
6.78,3420,0
6.54,2370,0
5.02,8110,0
4.84,10600,0
1.67,30700,1
1.61,30200,1
3.97,10500,0
1.51,44300,1
1.47,30500,1
6.62,8040,0
5.56,4560,0
2.09,20300,1
7.36,1040,0
1.84,29900,1
4.77,1660,0
6.52,8950,0
1.62,29500,1
7.37,2860,0
6.78,3210,0
6.51,2440,0
4.88,8280,0
4.74,10900,0
1.66,31300,1
1.59,30500,1
3.85,10300,0
1.52,43900,1
1.46,30300,1
6.43,8320,0
5.53,4800,0
1.96,20500,1
7.4,1010,0
1.84,30400,1
4.7,1660,0
6.52,10400,0
1.55,29500,1
7.27,2920,0
6.77,3000,0
6.48,2540,0
4.73,8040,0
4.65,10600,0
1.56,32300,1
1.58,30500,1
3.72,9750,0
1.53,44200,1
1.46,30900,1
6.24,8520,0
5.49,5060,0
1.84,20800,1
7.42,1040,0
1.85,30600,1
4.64,1740,0
6.47,11200,0
1.5,29800,1
7.16,2860,0
6.75,2670,0
6.46,2630,0
4.6,6970,0
4.54,10100,0
1.52,32400,1
1.57,31200,1
3.59,10100,0
1.54,45300,1
1.46,31800,1
6.04,8740,0
5.44,5280,0
1.73,21000,1
7.44,981,0
1.85,30800,1
4.56,1750,0
6.37,10400,0
1.45,30600,1
7.04,2830,0
6.73,2550,0
6.44,2660,0
4.48,7070,0
4.43,10400,0
1.47,33100,1
1.57,31600,1
3.45,10600,0
1.54,47100,1
1.45,32600,1
5.84,8880,0
5.38,5490,0
1.63,21500,1
7.44,857,0
1.84,31100,1
4.48,1780,0
6.22,10200,0
1.42,31500,1
6.91,2860,0
6.7,2670,0
6.41,2810,0
4.36,7030,0
4.32,9990,0
1.45,33800,1
1.56,32100,1
3.31,11200,0
1.54,48400,1
1.44,33300,1
5.63,8630,0
5.29,5560,0
1.55,22300,1
7.42,898,0
1.83,31600,1
4.4,1810,0
6.01,8890,0
1.38,32300,1
6.76,2980,0
6.66,2630,0
6.37,2900,0
4.25,7640,0
4.19,9790,0
1.43,34400,1
1.56,32800,1
3.17,11400,0
1.55,49300,1
1.43,33800,1
5.41,8380,0
5.18,5640,0
1.49,23600,1
7.39,972,0
1.81,32200,1
4.31,1840,0
5.76,8610,0
1.36,33300,1
6.6,3060,0
6.63,2620,0
6.31,2980,0
4.14,8040,0
4.06,9800,0
1.45,34900,1
1.57,34300,1
3.04,11100,0
1.55,50700,1
1.41,34800,1
5.19,8010,0
5.03,5750,0
1.43,24900,1
7.35,944,0
1.79,33400,1
4.22,1960,0
5.47,7920,0
1.34,34700,1
6.43,3160,0
6.58,2770,0
6.23,3080,0
4.04,7140,0
3.92,10000,0
1.45,36200,1
1.57,35200,1
2.92,11300,0
1.55,52500,1
1.38,35700,1
4.96,8190,0
4.86,5800,0
1.38,26200,1
7.3,909,0
1.77,34600,1
4.13,2020,0
5.15,8150,0
1.32,35700,1
6.24,3210,0
6.54,2800,0
6.14,3140,0
3.93,6050,0
3.79,10000,0
1.46,37500,1
1.58,36200,1
2.81,10500,0
1.55,54100,1
1.36,36300,1
4.73,8100,0
4.66,5860,0
1.34,27300,1
7.25,886,0
1.75,35300,1
4.05,2080,0
4.82,8940,0
1.3,36400,1
6.07,3270,0
6.49,3010,0
6.02,3180,0
3.83,5610,0
3.65,9810,0
1.51,38400,1
1.59,36700,1
2.72,10500,0
1.54,53300,1
1.34,38000,1
4.48,7930,0
4.46,5870,0
1.31,28000,1
7.19,782,0
1.74,35300,1
3.96,2040,0
4.48,9840,0
1.29,37100,1
5.9,3240,0
6.44,2970,0
5.9,3260,0
3.72,5600,0
3.53,9550,0
1.51,38800,1
1.6,37100,1
2.64,10300,0
1.54,53100,1
1.32,38500,1
4.22,7990,0
4.25,6020,0
1.28,28300,1
7.14,680,0
1.72,35600,1
3.88,2090,0
4.14,10200,0
1.27,37400,1
5.76,3140,0
6.4,3040,0
5.76,3390,0
3.62,5440,0
3.41,9220,0
1.5,38700,1
1.6,36600,1
2.58,10600,0
1.53,52900,1
1.31,38000,1
3.96,7740,0
4.05,6110,0
1.25,27800,1
7.09,721,0
1.72,35100,1
3.8,2130,0
3.81,9990,0
1.26,37100,1
5.63,3090,0
6.35,2950,0
5.62,3380,0
3.51,5600,0
3.29,9230,0
1.47,39600,1
1.61,37600,1
2.54,11100,0
1.53,53500,1
1.31,38900,1
3.7,7600,0
3.87,6250,0
1.23,28400,1
7.05,723,0
1.72,35800,1
3.72,2210,0
3.5,9820,0
1.25,38000,1
5.54,3110,0
6.3,2860,0
5.48,3410,0
3.41,6140,0
3.2,9420,0
1.42,40600,1
1.61,38400,1
2.5,11400,0
1.52,53700,1
1.31,39500,1
3.45,7820,0
3.71,6430,0
1.21,29200,1
7,736,0
1.72,36300,1
3.65,2310,0
3.22,9970,0
1.24,39100,1
5.46,3190,0
6.26,2820,0
5.34,3480,0
3.32,6460,0
3.11,9620,0
1.45,41500,1
1.61,38800,1
2.49,11500,0
1.5,53900,1
1.32,39800,1
3.21,8070,0
3.57,6640,0
1.2,29900,1
6.94,792,0
1.73,36600,1
3.58,2420,0
2.96,10600,0
1.23,39700,1
5.4,3260,0
6.22,2890,0
5.2,3520,0
3.23,6500,0
3.04,9940,0
1.39,42300,1
1.61,40200,1
2.46,11700,0
1.49,55300,1
1.33,40500,1
2.99,8090,0
3.46,6870,0
1.2,30900,1
6.86,793,0
1.75,37300,1
3.51,2450,0
2.73,10600,0
1.23,40400,1
5.35,3210,0
6.19,2910,0
5.05,3460,0
3.14,6770,0
2.97,10100,0
1.37,43800,1
1.61,40800,1
2.43,11600,0
1.47,57000,1
1.34,41400,1
2.8,8430,0
3.37,7110,0
1.2,32200,1
6.77,741,0
1.77,38400,1
3.45,2540,0
2.53,10700,0
1.23,41100,1
5.3,3250,0
6.16,2930,0
4.89,3450,0
3.06,6610,0
2.92,10100,0
1.34,45300,1
1.62,42100,1
2.37,11500,0
1.45,57900,1
1.35,42200,1
2.64,8630,0
3.29,7380,0
1.21,33500,1
6.66,745,0
1.79,39400,1
3.38,2680,0
2.36,10800,0
1.24,41800,1
5.24,3260,0
6.13,2880,0
4.73,3470,0
2.99,6580,0
2.87,10200,0
1.37,46700,1
1.63,43500,1
2.3,11800,0
1.44,60000,1
1.35,43400,1
2.51,8880,0
3.23,7690,0
1.23,35100,1
6.53,761,0
1.82,40600,1
3.31,2720,0
2.21,11200,0
1.25,43400,1
5.18,3200,0
6.11,2970,0
4.58,3500,0
2.93,6630,0
2.83,10600,0
1.33,47100,1
1.65,43800,1
2.23,11800,0
1.43,60700,1
1.35,44100,1
2.44,9060,0
3.18,7810,0
1.25,36300,1
6.38,793,0
1.84,41000,1
3.24,2790,0
2.09,11400,0
1.27,44200,1
5.11,3240,0
6.08,3070,0
4.44,3500,0
2.87,6560,0
2.79,10800,0
1.39,47700,1
1.68,44300,1
2.16,12000,0
1.42,60300,1
1.35,43900,1
2.4,9460,0
3.13,7830,0
1.28,36700,1
6.22,780,0
1.87,41100,1
3.18,2820,0
2,12200,0
1.29,44200,1
5.04,3180,0
6.06,3450,0
4.31,3500,0
2.82,6810,0
2.76,11100,0
1.38,47900,1
1.7,44500,1
2.1,12000,0
1.42,59900,1
1.35,43600,1
2.41,10000,0
3.09,7900,0
1.3,37100,1
6.04,738,0
1.89,41100,1
3.11,2970,0
1.93,13100,0
1.31,44100,1
4.98,3190,0
6.04,3620,0
4.21,3610,0
2.77,6990,0
2.73,11400,0
1.42,48900,1
1.73,45900,1
2.03,12500,0
1.42,61200,1
1.35,44100,1
2.44,10300,0
3.05,8040,0
1.33,37600,1
5.87,803,0
1.92,41900,1
3.04,3140,0
1.87,13400,0
1.34,44400,1
4.91,3270,0
6.01,3860,0
4.13,3780,0
2.73,7240,0
2.7,11800,0
1.41,49600,1
1.76,46600,1
1.98,12700,0
1.43,62500,1
1.35,44400,1
2.5,10800,0
3.02,8210,0
1.35,38300,1
5.69,868,0
1.94,42100,1
2.97,3310,0
1.83,13600,0
1.36,44500,1
4.84,3370,0
5.99,4000,0
4.07,3930,0
2.68,7590,0
2.68,12300,0
1.41,51000,1
1.78,47400,1
1.93,13100,0
1.44,64600,1
1.36,46100,1
2.58,10800,0
3,8570,0
1.37,39100,1
5.52,931,0
1.96,42800,1
2.9,3510,0
1.81,14100,0
1.38,45200,1
4.76,3490,0
5.96,4120,0
4.02,4060,0
2.65,8070,0
2.66,12800,0
1.38,52700,1
1.8,48800,1
1.88,13700,0
1.46,66500,1
1.36,47400,1
2.66,10900,0
3.02,8960,0
1.38,39700,1
5.36,1000,0
1.97,43400,1
2.82,3700,0
1.79,14900,0
1.4,45600,1
4.68,3630,0
5.93,4270,0
3.98,4140,0
2.62,8650,0
2.64,13400,0
1.41,53300,1
1.81,48500,1
1.85,14200,0
1.47,67400,1
1.37,47900,1
2.75,11000,0
3.06,9370,0
1.38,39400,1
5.2,1080,0
1.98,43200,1
2.75,3750,0
1.78,14700,0
1.41,44800,1
4.58,3540,0
5.9,4430,0
3.94,4100,0
2.59,9340,0
2.62,13600,0
1.39,51100,1
1.81,47100,1
1.82,14000,0
1.49,64900,1
1.38,45200,1
2.83,10900,0
3.11,9570,0
1.38,37500,1
5.06,1130,0
1.99,41600,1
2.67,3960,0
1.77,14600,0
1.42,42100,1
4.48,3550,0
5.87,4640,0
3.9,4110,0
2.57,9330,0
2.6,13300,0
1.44,51800,1
1.81,48000,1
1.81,14800,0
1.5,66100,1
1.39,47000,1
2.89,11000,0
3.19,9810,0
1.37,37300,1
4.92,1240,0
1.99,42100,1
2.6,4210,0
1.77,15100,0
1.43,42700,1
4.37,3740,0
5.84,4860,0
3.86,4060,0
2.55,10000,0
2.59,13500,0
1.44,53200,1
1.8,48200,1
1.79,15300,0
1.51,66600,1
1.41,49800,1
2.93,11100,0
3.25,9760,0
1.35,36900,1
4.8,1340,0
1.99,42900,1
2.53,4370,0
1.76,15300,0
1.43,42900,1
4.27,3820,0
5.8,4980,0
3.8,4080,0
2.53,10500,0
2.57,13700,0
1.46,53300,1
1.8,48200,1
1.78,15400,0
1.52,66700,1
1.42,49900,1
2.94,11300,0
3.31,9760,0
1.35,35700,1
4.68,1410,0
1.99,42800,1
2.48,4550,0
1.74,14500,0
1.43,41500,1
4.17,3900,0
5.76,5050,0
3.74,4150,0
2.5,11100,0
2.55,13900,0
1.47,53000,1
1.79,48200,1
1.77,15800,0
1.53,67100,1
1.43,50000,1
2.92,11400,0
3.34,9740,0
1.34,35400,1
4.56,1520,0
1.98,42800,1
2.43,4780,0
1.73,14100,0
1.44,40300,1
4.07,3950,0
5.71,5240,0
3.68,4270,0
2.48,11600,0
2.53,14000,0
1.48,52900,1
1.79,48700,1
1.75,15700,0
1.54,67800,1
1.44,50800,1
2.89,11600,0
3.34,9790,0
1.34,36000,1
4.44,1630,0
1.98,43000,1
2.38,5070,0
1.71,14500,0
1.45,39900,1
3.99,4060,0
5.65,5420,0
3.62,4400,0
2.46,11800,0
2.51,14000,0
1.49,52900,1
1.79,49500,1
1.74,15000,0
1.54,68200,1
1.45,51200,1
2.84,11800,0
3.31,10000,0
1.35,37400,1
4.32,1750,0
1.98,43300,1
2.35,5410,0
1.69,14000,0
1.46,40200,1
3.92,4160,0
5.59,5430,0
3.55,4550,0
2.43,12000,0
2.49,13900,0
1.49,53300,1
1.79,49800,1
1.73,14400,0
1.55,68800,1
1.46,51900,1
2.78,11900,0
3.27,10200,0
1.36,38500,1
4.2,1860,0
1.98,43700,1
2.33,5790,0
1.66,15000,0
1.47,40800,1
3.85,4240,0
5.53,5210,0
3.48,4750,0
2.4,12300,0
2.46,13800,0
1.5,54200,1
1.79,50400,1
1.71,14500,0
1.55,69100,1
1.47,53100,1
2.71,11800,0
3.21,10400,0
1.38,39500,1
4.08,1990,0
1.98,44600,1
2.3,6110,0
1.64,15200,0
1.48,41600,1
3.79,4310,0
5.46,5120,0
3.41,4890,0
2.37,12400,0
2.43,14000,0
1.52,55200,1
1.8,51100,1
1.7,14600,0
1.55,70600,1
1.48,53400,1
2.64,11700,0
3.15,10800,0
1.39,40300,1
3.97,2070,0
1.97,45200,1
2.28,6440,0
1.61,14600,0
1.5,42000,1
3.74,4460,0
5.39,5090,0
3.35,5110,0
2.34,12700,0
2.4,14000,0
1.53,55800,1
1.8,52000,1
1.69,14700,0
1.56,70900,1
1.48,53900,1
2.59,11600,0
3.1,11200,0
1.41,40800,1
3.86,2180,0
1.97,45900,1
2.26,6610,0
1.59,14100,0
1.51,42700,1
3.68,4600,0
5.32,5080,0
3.29,5160,0
2.31,12700,0
2.38,13900,0
1.54,52000,1
1.81,49000,1
1.67,14000,0
1.56,68700,1
1.49,51800,1
2.54,10800,0
3.06,11400,0
1.42,36000,1
3.76,2250,0
1.97,42200,1
2.24,6110,0
1.57,14400,0
1.52,39100,1
3.63,4500,0
5.25,4870,0
3.23,5000,0
2.29,11200,0
2.35,12800,0
1.55,54100,1
1.81,51700,1
1.66,14600,0
1.56,71000,1
1.5,53200,1
2.49,11000,0
3.02,11600,0
1.43,37900,1
3.66,2320,0
1.97,45000,1
2.22,6590,0
1.55,15000,0
1.53,41900,1
3.57,4740,0
5.18,4920,0
3.17,5230,0
2.26,12500,0
2.33,13300,0
1.56,56400,1
1.81,52500,1
1.65,14900,0
1.57,72100,1
1.5,53900,1
2.46,11400,0
2.98,12100,0
1.44,39400,1
3.56,2370,0
1.97,46000,1
2.2,6980,0
1.54,15300,0
1.54,43300,1
3.52,4890,0
5.11,4950,0
3.12,5440,0
2.24,12700,0
2.31,13400,0
